Timestamp,Value
0,511.7
1,512.02
2,506.25
3,504.21
4,506.05
5,504.99
6,500.78
7,503.71
8,506.25
9,500.71
10,498.87
11,498.75
12,501.21
13,498.13
14,501.3
15,503.74
16,506.17
17,504.35
18,500.44
19,503.41
20,503.76
21,503.64
22,501.84
23,500.91
24,504.36
25,503.41
26,505.25
27,507.7
28,505.68
29,504.78
30,502.82
31,503.47
32,506.15
33,500.83
34,501.73
35,502.84
36,504.86
37,501.83
38,501.22
39,500.48
40,503.35
41,505.51
42,501.66
43,502.66
44,505.45
45,507.23
46,507.51
47,509.97
48,511.05
49,510.93
50,509.12
51,505.75
52,508.66
53,511.29
54,508.59
55,511.12
56,512.69
57,513.2
58,510.99
59,512.68
60,507.67
61,507.14
62,510.18
63,510.49
64,512.78
65,512.22
66,513.21
67,513.65
68,513.72
69,509.42
70,510.89
71,512.91
72,514.67
73,513.22
74,508.13
75,506.7
76,506.72
77,506.85
78,504.52
79,504.72
80,506.71
81,502.59
82,503.58
83,502.85
84,501.68
85,500.67
86,502.34
87,498.9
88,502.29
89,503.43
90,503.35
91,503.92
92,507.18
93,503.32
94,504.32
95,508.06
96,510.66
97,508.15
98,506.28
99,505.83
100,506.4
101,502.21
102,504.1
103,505.0
104,508.43
105,508.87
106,508.71
107,506.88
108,508.69
109,507.39
110,504.03
111,500.9
112,502.75
113,504.46
114,506.7
115,503.64
116,504.6
117,504.26
118,503.33
119,505.18
120,507.32
121,506.2
122,505.76
123,507.18
124,503.53
125,505.14
126,504.63
127,506.52
128,508.59
129,507.94
130,502.81
131,506.0
132,508.45
133,508.25
134,503.39
135,500.24
136,502.39
137,498.53
138,496.34
139,500.17
140,498.08
141,499.98
142,501.42
143,499.7
144,502.45
145,499.11
146,497.16
147,499.29
148,501.35
149,501.66
150,502.67
151,499.19
152,503.17
153,501.43
154,500.24
155,502.82
156,504.63
157,507.15
158,507.86
159,504.65
160,507.18
161,506.61
162,502.61
163,505.4
164,503.37
165,501.07
166,504.07
167,504.12
168,508.1
169,507.83
170,506.86
171,503.57
172,502.94
173,499.96
174,502.36
175,504.23
176,506.07
177,507.98
178,502.74
179,502.22
180,499.65
181,500.18
182,502.44
183,498.68
184,502.41
185,500.88
186,502.09
187,499.65
188,502.72
189,500.62
190,501.02
191,498.5
192,501.94
193,501.0
194,500.08
195,503.63
196,499.81
