Timestamp,Value
0,477.88
1,487.55
2,535.09
3,471.43
4,518.97
5,515.75
6,515.75
7,527.03
8,491.58
9,491.58
10,527.03
11,470.62
12,475.46
13,548.79
14,552.82
15,531.87
16,491.58
17,552.01
18,522.2
19,527.03
20,492.38
21,521.39
22,531.06
23,530.26
24,504.47
25,562.49
26,552.82
27,469.01
28,493.19
29,470.62
30,529.45
31,519.78
32,524.62
33,496.41
34,533.48
35,474.65
36,494.8
37,501.25
38,528.64
39,499.63
40,510.92
41,529.45
42,530.26
43,496.41
44,473.04
45,498.02
46,516.56
47,530.26
48,519.78
49,554.43
50,503.66
51,489.16
52,475.46
53,525.42
54,523.0
55,491.58
56,479.49
57,540.73
58,523.81
59,487.55
60,503.66
61,547.99
62,508.5
63,490.77
64,545.57
65,523.0
66,539.12
67,483.52
68,531.87
69,556.85
70,506.08
71,510.92
72,539.12
73,481.1
74,492.38
75,523.81
76,513.33
77,536.7
78,483.52
79,524.62
80,515.75
81,460.15
82,527.84
83,502.05
84,548.79
85,535.9
86,535.9
87,510.92
88,549.6
89,514.14
90,534.29
91,496.41
92,509.3
93,549.6
94,503.66
95,510.92
96,542.34
97,484.32
98,512.53
99,517.36
100,503.66
101,518.17
102,480.29
103,532.67
104,538.32
105,485.13
106,554.43
107,496.41
108,557.66
109,539.12
110,473.85
111,520.59
112,552.01
113,501.25
114,507.69
115,520.59
116,539.93
117,528.64
118,481.1
119,523.0
120,526.23
121,476.26
122,527.84
123,487.55
124,547.99
125,471.43
126,520.59
127,488.35
128,554.43
129,511.72
130,489.96
131,523.81
132,523.0
133,502.05
134,502.86
135,513.33
136,510.92
137,538.32
138,523.81
139,503.66
140,552.82
141,493.19
142,485.13
143,545.57
144,511.72
145,546.37
146,493.19
147,540.73
148,533.48
149,486.74
150,528.64
151,542.34
152,496.41
153,567.33
154,478.68
155,525.42
156,532.67
157,512.53
158,494.8
159,541.54
160,544.76
161,526.23
162,523.81
163,510.92
164,544.76
165,539.12
166,515.75
167,527.03
168,475.46
169,518.97
170,514.14
171,551.21
172,518.17
173,526.23
174,531.06
175,533.48
176,524.62
177,490.77
178,507.69
179,524.62
180,538.32
181,530.26
182,535.09
183,527.84
184,489.96
185,473.85
186,513.33
187,507.69
188,527.03
189,504.47
190,516.56
191,507.69
192,481.1
193,483.52
194,540.73
195,546.37
196,550.4
197,502.05
198,544.76
199,524.62
200,521.39
201,507.69
202,538.32
203,518.97
204,521.39
205,498.83
206,513.33
207,504.47
208,519.78
209,491.58
210,490.77
211,533.48
212,520.59
213,533.48
214,529.45
215,532.67
216,484.32
217,479.49
218,498.02
219,477.07
220,501.25
221,475.46
222,505.27
223,522.2
224,522.2
225,513.33
226,516.56
227,524.62
228,501.25
229,506.08
230,545.57
231,556.85
232,489.96
233,520.59
234,498.83
235,514.14
236,503.66
237,493.19
238,549.6
239,490.77
240,522.2
241,529.45
242,536.7
243,489.96
244,498.02
245,513.33
246,531.87
247,535.09
248,515.75
249,501.25
250,501.25
251,475.46
252,495.6
253,475.46
254,527.84
255,530.26
256,527.03
257,504.47
258,511.72
259,518.17
260,526.23
261,489.16
262,501.25
263,517.36
264,498.83
265,506.08
266,485.13
267,475.46
268,534.29
269,518.97
270,519.78
271,480.29
272,501.25
273,505.27
274,518.97
275,519.78
276,494.8
277,509.3
278,523.0
279,473.85
280,539.93
281,522.2
282,517.36
283,486.74
284,523.81
285,529.45
286,502.05
287,477.07
288,543.96
289,504.47
290,513.33
