Timestamp,Value
0,397.44
1,398.16
2,413.64
3,397.44
4,395.02
5,397.44
6,409.77
7,411.46
8,415.81
9,396.71
10,399.13
11,397.92
12,404.45
13,397.92
14,398.4
15,397.44
16,392.12
17,400.1
18,413.39
19,397.44
20,395.5
21,397.2
22,407.59
23,396.71
24,408.07
25,401.79
26,399.37
27,407.11
28,401.76
29,393.79
30,406.6
31,409.02
32,409.74
33,395.48
34,408.53
35,412.88
36,409.74
37,400.31
38,401.04
39,415.3
40,394.99
41,395.72
42,409.74
43,400.31
44,414.34
45,400.07
46,398.62
47,401.76
48,395.48
49,405.39
50,393.79
51,409.02
52,401.04
53,398.38
54,395.72
55,409.74
56,417.48
57,407.81
58,393.79
59,410.23
60,408.77
61,398.38
62,396.69
63,409.02
64,412.16
65,404.66
66,393.3
67,407.81
68,403.7
69,408.53
70,403.21
71,410.23
72,411.43
73,394.03
74,408.29
75,414.82
76,409.26
77,400.8
78,394.27
79,404.66
80,408.77
81,395.24
82,408.05
83,412.64
84,410.71
85,407.57
86,400.07
87,392.34
88,396.93
89,409.5
90,405.15
91,413.61
92,399.35
93,395.72
94,399.83
95,406.6
96,402.73
97,405.63
98,410.95
99,394.03
100,407.08
101,412.64
102,399.59
103,396.93
104,405.39
105,414.82
106,398.62
107,406.36
108,410.71
109,407.32
110,396.69
111,408.53
112,408.77
113,406.36
114,394.03
115,410.23
116,399.1
117,411.19
118,396.45
119,410.95
120,415.06
121,399.35
122,397.9
123,397.17
124,397.9
125,394.27
126,397.65
127,396.45
128,399.83
129,409.5
130,401.52
131,406.6
132,399.35
133,414.82
134,399.1
135,407.81
136,396.93
137,400.31
138,398.38
139,399.59
140,406.84
141,409.26
142,407.81
143,407.32
144,406.36
145,412.64
146,402.49
147,397.17
148,409.53
149,398.16
150,399.61
151,401.79
152,399.37
153,399.37
154,411.94
155,404.93
156,404.45
157,408.32
158,408.32
159,392.12
160,393.81
161,412.18
162,402.76
163,403.0
164,394.05
165,406.38
166,404.21
167,395.99
168,399.13
169,404.69
170,394.29
171,405.66
172,401.55
173,403.48
174,397.44
175,397.2
176,394.78
177,397.92
178,404.93
179,409.77
180,408.32
181,401.31
182,403.96
183,409.04
184,407.83
185,402.51
186,413.64
187,410.49
188,392.12
189,401.06
190,396.95
191,393.09
192,407.83
193,409.04
194,401.55
195,394.05
196,409.04
197,395.99
198,412.91
199,418.95
200,400.58
201,410.01
202,401.55
203,405.17
204,410.98
205,398.89
206,404.69
207,403.96
208,400.82
209,404.69
210,398.65
211,389.7
212,401.79
213,405.66
214,408.32
215,403.96
216,402.51
217,397.2
218,396.71
219,407.35
220,398.16
221,391.39
222,402.03
223,403.0
224,404.69
225,395.02
226,410.73
227,410.25
228,407.35
229,403.0
230,404.21
231,398.16
232,410.49
233,403.24
234,404.69
235,412.18
236,402.76
237,410.49
238,405.66
239,398.16
240,411.7
241,397.2
242,405.9
243,401.55
244,405.66
245,397.44
246,402.27
247,398.65
248,392.84
249,402.51
250,403.96
251,410.98
252,408.56
253,396.95
254,396.71
255,392.36
256,396.95
257,407.83
258,397.68
259,400.82
260,409.04
261,395.75
262,409.04
263,403.0
264,401.55
265,403.96
266,391.15
267,393.57
268,412.43
269,408.56
270,396.71
271,398.89
272,407.35
273,407.11
274,395.99
275,396.23
276,398.16
277,401.31
278,392.6
279,407.11
280,400.34
281,406.87
282,407.83
283,409.04
284,417.02
285,402.76
286,406.87
287,405.42
288,407.59
289,408.07
290,398.4
291,397.2
292,410.73
293,404.69
294,408.07
295,403.24
296,408.8
297,393.09
298,413.88
299,391.39
300,414.12
301,401.06
302,404.45
303,396.47
304,407.83
305,398.16
306,409.77
307,411.94
308,396.95
309,397.44
310,407.11
311,407.11
312,405.66
313,410.25
314,395.02
315,394.05
316,412.91
317,398.4
318,402.76
319,394.78
320,409.04
321,399.37
322,403.72
323,395.75
324,406.14
325,409.77
326,398.65
327,394.78
328,394.78
329,403.72
330,408.8
331,401.06
332,402.76
333,404.93
334,401.55
335,395.99
336,404.21
337,415.81
338,408.8
339,400.82
340,408.32
341,412.43
342,407.11
343,396.23
344,403.96
345,410.01
346,411.7
347,392.6
348,392.6
349,411.94
350,397.92
351,396.47
352,409.53
353,404.93
354,395.75
355,399.13
356,399.37
357,391.39
358,405.17
359,407.59
360,400.58
361,396.47
362,413.64
363,399.13
364,396.71
365,398.65
366,406.38
367,395.5
368,397.68
369,401.55
370,407.11
371,405.9
372,407.59
373,401.06
374,406.38
375,400.34
376,401.31
377,395.75
378,395.02
379,414.84
380,411.22
381,400.82
382,409.04
383,401.55
384,403.24
385,397.92
386,394.54
387,405.17
388,407.83
389,402.51
390,407.11
391,410.01
392,401.79
393,400.34
394,399.85
395,406.14
396,403.72
397,399.85
398,406.87
399,412.67
400,413.88
401,407.11
402,404.45
403,395.26
404,405.42
405,396.71
406,400.82
407,407.59
408,399.37
409,393.33
410,399.13
411,403.72
412,405.66
413,403.24
414,405.17
415,401.79
416,405.66
417,403.24
418,396.71
419,405.42
420,409.77
421,404.45
422,395.5
423,406.87
424,403.48
425,411.22
426,405.9
427,412.43
428,393.57
429,400.58
430,395.75
431,409.77
432,409.04
433,402.03
434,409.04
435,400.82
436,399.85
437,397.92
438,402.27
439,401.31
440,411.7
441,394.78
442,400.58
443,413.39
