Timestamp,Value
0,484.32
1,478.68
2,477.88
3,531.06
4,511.72
5,514.14
6,473.85
7,530.26
8,506.08
9,536.7
10,493.99
11,502.05
12,528.64
13,514.95
14,480.29
15,508.5
16,473.85
17,497.22
18,503.66
19,521.39
20,498.02
21,473.85
22,489.16
23,481.9
24,481.9
25,538.32
26,507.69
27,504.47
28,530.26
29,514.14
30,510.92
31,513.33
32,489.16
33,537.51
34,497.22
35,520.59
36,488.35
37,515.75
38,505.27
39,519.78
40,510.92
41,503.66
42,512.53
43,519.78
44,507.69
45,510.92
46,502.86
47,493.99
48,518.17
49,529.45
50,516.56
51,525.42
52,519.78
53,498.83
54,528.64
55,532.67
56,525.42
57,520.59
58,493.99
59,489.16
60,523.0
61,525.42
62,522.2
63,515.75
64,522.2
65,527.84
66,489.16
67,521.39
68,519.78
69,477.88
70,524.62
71,525.42
72,480.29
73,493.99
74,518.17
75,526.23
76,527.84
77,489.16
78,520.59
79,489.96
80,478.68
81,488.35
82,477.88
83,523.81
84,504.47
85,531.06
86,498.02
87,499.63
88,519.78
89,519.78
90,506.08
91,523.81
92,523.0
93,516.56
94,530.26
95,531.87
96,497.22
97,535.9
98,514.14
99,531.06
100,514.95
101,506.08
102,513.33
103,514.14
104,514.95
105,521.39
106,530.26
107,534.29
108,522.2
109,481.9
110,514.14
111,509.3
112,474.65
113,526.23
114,475.46
115,534.29
116,511.72
117,476.26
118,529.45
119,532.67
120,502.05
121,541.54
122,499.63
123,532.67
124,520.59
125,505.27
126,512.53
127,485.13
128,501.25
129,513.33
130,503.66
131,534.29
132,477.07
133,485.13
134,529.45
135,485.93
136,481.1
137,493.99
138,494.8
139,527.03
140,520.59
141,519.78
142,520.59
143,491.58
144,485.93
145,523.0
146,512.53
147,518.17
148,514.14
149,479.49
150,523.0
151,529.45
152,510.11
153,531.87
154,481.1
155,495.6
156,519.78
157,469.82
158,527.03
159,517.36
160,477.07
161,520.59
162,510.11
163,509.3
164,502.05
165,509.3
166,506.08
167,481.1
168,470.62
169,533.48
170,469.01
171,530.26
172,500.44
173,481.1
174,531.06
175,503.66
176,487.55
177,504.47
178,471.43
179,513.33
180,498.02
181,521.39
182,527.84
183,509.3
184,530.26
185,516.56
186,483.52
187,520.59
188,519.78
189,517.36
190,473.85
191,501.25
192,481.1
193,473.04
194,510.92
195,481.9
196,473.85
197,479.49
198,522.2
199,512.53
200,503.66
201,515.75
202,485.93
203,518.17
204,466.59
205,493.99
206,525.42
207,506.89
208,518.97
209,535.09
210,488.35
211,521.39
212,471.43
213,489.16
214,539.12
215,519.78
216,503.66
217,533.48
218,494.8
219,521.39
220,519.78
221,518.17
222,513.33
223,484.32
224,502.86
225,514.14
226,496.41
227,522.2
228,491.58
229,512.53
230,485.93
231,527.03
232,508.5
233,516.56
234,518.17
235,527.84
236,467.4
237,479.49
238,482.71
239,514.14
240,472.23
241,538.32
242,501.25
243,525.42
244,477.07
245,495.6
246,527.03
247,511.72
248,526.23
249,517.36
250,504.47
251,527.84
252,485.93
253,502.05
254,485.13
255,527.84
256,522.2
257,475.46
258,489.96
259,520.59
260,464.98
261,509.3
262,493.99
263,480.29
264,514.14
265,523.0
266,518.97
267,532.67
268,485.93
269,504.47
270,527.03
271,529.45
272,503.66
273,524.62
274,494.8
275,520.59
276,507.69
277,513.33
278,522.2
279,512.53
280,515.75
281,518.17
282,502.86
283,527.03
284,502.86
285,492.38
286,492.38
287,523.81
288,489.16
289,512.53
290,518.97
291,527.84
292,508.5
293,516.56
294,527.84
295,485.13
296,505.27
297,513.33
298,502.86
299,523.0
300,462.56
301,523.0
302,527.03
303,514.14
304,502.86
305,527.84
306,503.66
307,516.56
308,515.75
309,522.2
310,513.33
311,508.5
312,525.42
313,520.59
314,505.27
315,523.81
316,472.23
317,503.66
318,492.38
319,523.81
320,528.64
321,505.27
322,504.47
323,522.2
324,510.11
325,489.96
326,514.14
327,532.67
328,531.87
329,516.56
330,473.85
331,532.67
332,520.59
333,523.81
334,503.66
335,488.35
336,498.02
337,526.23
338,500.44
339,523.81
340,469.82
341,478.68
342,500.44
343,534.29
344,498.83
345,477.88
346,512.53
347,522.2
348,470.62
349,513.33
350,503.66
351,469.82
352,490.77
353,517.36
354,516.56
355,522.2
356,493.19
357,512.53
358,497.22
359,480.29
360,480.29
361,518.17
362,494.8
363,526.23
364,475.46
365,513.33
366,501.25
367,529.45
368,531.87
369,512.53
370,469.82
371,525.42
372,482.71
373,513.33
374,493.99
375,501.25
376,485.13
377,535.9
378,473.04
379,527.84
380,502.05
381,518.97
382,525.42
383,479.49
384,502.86
385,498.83
386,532.67
387,530.26
388,472.23
389,493.19
390,509.3
391,495.6
392,485.13
393,519.78
394,481.9
395,524.62
396,485.13
397,514.14
398,526.23
399,525.42
400,498.02
401,479.49
402,497.22
403,521.39
404,489.96
405,510.92
406,506.89
407,498.02
408,508.5
409,517.36
410,492.38
411,518.17
412,521.39
413,531.06
414,513.33
415,528.64
416,524.62
417,514.14
418,480.29
419,539.93
420,521.39
421,527.84
422,510.11
423,522.2
424,515.75
425,473.04
426,473.04
427,523.81
428,475.46
429,469.01
430,506.89
431,513.33
432,505.27
433,517.36
434,485.13
435,490.77
436,528.64
437,514.14
438,498.83
439,526.23
440,498.02
441,489.96
442,491.58
443,523.81
444,510.11
445,484.32
446,488.35
447,469.82
448,480.29
449,516.56
450,511.72
451,529.45
452,508.5
453,524.62
454,485.93
455,531.87
456,521.39
457,513.33
458,516.56
459,514.14
460,474.65
461,512.53
462,502.86
463,514.95
464,518.97
465,513.33
466,479.49
467,522.2
468,507.69
469,476.26
470,514.95
471,535.09
472,526.23
473,517.36
474,483.52
475,534.29
476,483.52
477,518.97
478,519.78
479,510.92
480,529.45
481,468.21
482,476.26
483,529.45
484,523.0
485,510.92
486,534.29
487,518.17
488,510.11
489,508.5
490,478.68
491,527.03
492,513.33
493,515.75
494,482.71
495,489.96
496,530.26
497,515.75
498,526.23
499,524.62
500,500.44
501,472.23
502,493.99
503,497.22
504,503.66
505,502.86
506,491.58
507,535.9
508,474.65
509,469.01
510,481.1
511,473.04
512,511.72
513,520.59
514,518.97
515,527.03
516,505.27
517,510.11
518,488.35
519,509.3
520,502.05
521,493.19
522,483.52
523,530.26
524,525.42
525,522.2
526,538.32
527,512.53
528,526.23
529,518.97
530,510.92
531,509.3
532,523.81
533,490.77
534,478.68
535,519.78
536,529.45
537,502.86
538,518.97
539,527.03
540,489.16
541,493.99
542,537.51
543,498.02
544,488.35
545,514.14
546,481.1
547,532.67
548,477.88
549,521.39
550,533.48
551,523.81
552,490.77
553,513.33
554,531.87
555,531.06
556,487.55
557,503.66
558,482.71
559,525.42
560,485.13
561,516.56
562,512.53
563,530.26
564,493.99
565,516.56
566,510.11
567,487.55
568,493.99
569,505.27
570,512.53
571,538.32
572,480.29
573,502.86
574,531.87
575,522.2
576,517.36
577,471.43
578,518.97
579,534.29
580,499.63
581,510.92
582,518.97
583,487.55
584,486.74
585,511.72
586,479.49
587,524.62
588,472.23
589,507.69
590,523.81
591,528.64
592,486.74
593,477.88
594,498.83
595,526.23
596,524.62
597,511.72
598,509.3
599,519.78
600,518.97
601,518.17
602,512.53
603,533.48
604,519.78
605,529.45
606,508.5
607,533.48
608,520.59
609,489.96
610,525.42
611,525.42
612,493.19
613,489.16
614,519.78
615,526.23
616,498.02
617,470.62
618,530.26
619,518.17
620,485.93
621,520.59
622,520.59
623,502.05
624,507.69
625,494.8
626,510.11
627,526.23
628,489.16
629,496.41
630,531.87
631,479.49
632,503.66
633,483.52
634,497.22
635,539.93
636,528.64
637,514.14
638,512.53
639,510.11
640,499.63
641,483.52
642,512.53
643,530.26
644,522.2
645,474.65
646,506.08
647,531.06
648,534.29
649,520.59
650,506.08
651,502.05
652,510.11
653,501.25
654,511.72
655,523.0
656,529.45
657,485.13
658,529.45
659,526.23
660,515.75
661,495.6
662,517.36
663,516.56
664,529.45
665,510.92
666,477.07
667,523.81
668,510.11
669,501.25
670,529.45
671,535.9
672,493.99
673,516.56
674,519.78
675,531.87
676,510.11
677,524.62
678,514.95
679,480.29
680,485.13
681,477.07
682,527.03
683,538.32
684,491.58
685,514.14
686,501.25
687,485.13
688,485.13
689,523.81
690,477.88
691,522.2
692,504.47
693,507.69
694,533.48
695,519.78
696,498.02
697,477.07
698,531.87
699,524.62
700,507.69
701,477.07
702,545.57
703,498.83
704,481.9
705,492.38
706,502.05
707,528.64
708,486.74
709,526.23
710,541.54
711,512.53
712,521.39
713,506.08
714,485.93
715,533.48
716,492.38
717,519.78
718,536.7
719,484.32
720,485.13
721,489.16
722,502.86
723,519.78
724,514.14
